 variables =ii,err2,i_max,j_max,err_max
          1    0.189280E-01    33  24     0.102483E-01
          2    0.134556E-01    32  16     0.116410E-01
          3    0.111298E-01    36  20     0.507136E-02
          4    0.100291E-01    36  17     0.393014E-02
          5    0.807248E-02    33  16     0.673160E-02
          6    0.802141E-02    37  20     0.317247E-02
          7    0.737416E-02    33  17     0.565768E-02
          8    0.690488E-02    34  17     0.625524E-02
          9    0.666269E-02    39  23     0.183669E-02
         10    0.614659E-02    34  17     0.450173E-02
         11    0.596879E-02    41  20     0.983323E-03
         12    0.581358E-02    42  18     0.848219E-03
         13    0.541773E-02    35  17     0.389760E-02
         14    0.553840E-02    36  17     0.306560E-02
         15    0.522693E-02    35  23     0.344307E-02
         16    0.518104E-02    36  17     0.321218E-02
         17    0.509671E-02    35  23     0.373064E-02
         18    0.493869E-02    36  17     0.386412E-02
         19    0.487360E-02    35  23     0.338453E-02
         20    0.476814E-02    36  23     0.313869E-02
         21    0.464202E-02    37  17     0.280492E-02
         22    0.458641E-02    38  23     0.252569E-02
         23    0.448330E-02    37  23     0.290077E-02
         24    0.448921E-02    36  17     0.289057E-02
         25    0.444826E-02    37  17     0.261430E-02
         26    0.443174E-02    36  23     0.234293E-02
         27    0.439913E-02    37  17     0.262751E-02
         28    0.432326E-02    38  17     0.261641E-02
         29    0.426701E-02    37  17     0.248422E-02
         30    0.421054E-02    38  17     0.239009E-02
         31    0.414048E-02    39  17     0.227941E-02
         32    0.409461E-02    40  17     0.214338E-02
         33    0.403125E-02    39  17     0.218333E-02
         34    0.398219E-02    40  17     0.208224E-02
         35    0.393049E-02    41  17     0.189418E-02
         36    0.388035E-02    40  23     0.182267E-02
         37    0.384000E-02    41  17     0.174707E-02
         38    0.379073E-02    40  23     0.180174E-02
         39    0.374993E-02    41  23     0.172458E-02
         40    0.371083E-02    40  23     0.166740E-02
         41    0.366547E-02    41  23     0.162119E-02
         42    0.362864E-02    42  23     0.153897E-02
         43    0.358738E-02    43  23     0.141083E-02
         44    0.354691E-02    42  23     0.153129E-02
         45    0.350392E-02    43  23     0.141269E-02
         46    0.345463E-02    44  17     0.126332E-02
         47    0.340058E-02    43  17     0.134933E-02
         48    0.333525E-02    44  17     0.125353E-02
         49    0.326302E-02    45  17     0.113873E-02
         50    0.319036E-02    44  17     0.124763E-02
         51    0.312061E-02    45  17     0.111973E-02
         52    0.307114E-02    46  23     0.981984E-03
         53    0.304361E-02    45  23     0.114093E-02
         54    0.303486E-02    46  23     0.103802E-02
         55    0.303399E-02    47  23     0.914871E-03
         56    0.302561E-02    46  23     0.105656E-02
         57    0.299920E-02    47  23     0.932798E-03
         58    0.294947E-02    48  23     0.811159E-03
         59    0.287914E-02    49  23     0.697272E-03
         60    0.279623E-02    48  23     0.859107E-03
         61    0.270431E-02    77  17     0.193866E-04
         62    0.261205E-02    78  20     0.217396E-04
         63    0.252475E-02    78  22     0.219837E-04
         64    0.244650E-02    79  21     0.249389E-04
         65    0.238192E-02    79  25     0.223295E-04
         66    0.233268E-02    79  31     0.187526E-04
         67    0.229790E-02    79  33     0.155885E-04
         68    0.227435E-02    48  17     0.996702E-03
         69    0.225791E-02    47  17     0.102921E-02
         70    0.224630E-02    48  17     0.100881E-02
         71    0.223509E-02    47  23     0.990073E-03
         72    0.222141E-02    48  23     0.991366E-03
         73    0.220138E-02    49  23     0.968236E-03
         74    0.217051E-02    48  23     0.979531E-03
         75    0.212763E-02    49  23     0.979208E-03
         76    0.207573E-02    50  23     0.950445E-03
         77    0.202102E-02    49  23     0.945462E-03
         78    0.197131E-02    50  23     0.933031E-03
         79    0.193087E-02    51  23     0.902971E-03
         80    0.190104E-02    50  23     0.899003E-03
         81    0.187880E-02    51  23     0.878592E-03
         82    0.186175E-02    52  23     0.837005E-03
         83    0.184862E-02    51  23     0.837214E-03
         84    0.183837E-02    52  17     0.812772E-03
         85    0.182995E-02    53  17     0.773620E-03
         86    0.182215E-02    52  17     0.802095E-03
         87    0.181314E-02    53  17     0.766294E-03
         88    0.180203E-02    54  17     0.718508E-03
         89    0.178796E-02    55  17     0.664438E-03
         90    0.177180E-02    54  17     0.726665E-03
         91    0.175465E-02    55  17     0.675059E-03
         92    0.173835E-02    56  17     0.613994E-03
         93    0.172415E-02    57  17     0.549969E-03
         94    0.171229E-02    56  17     0.630611E-03
         95    0.170198E-02    57  17     0.572583E-03
         96    0.169253E-02    56  17     0.649574E-03
         97    0.168311E-02    57  17     0.594766E-03
         98    0.167376E-02    58  17     0.535553E-03
         99    0.166468E-02    57  17     0.618493E-03
        100    0.165635E-02    56  23     0.680536E-03
        101    0.164884E-02    57  17     0.643072E-03
        102    0.164191E-02    56  23     0.690155E-03
        103    0.163517E-02    57  23     0.659946E-03
        104    0.162830E-02    56  23     0.693222E-03
        105    0.162100E-02    57  23     0.674122E-03
        106    0.161346E-02    56  23     0.688097E-03
        107    0.160553E-02    57  23     0.675007E-03
        108    0.159746E-02    58  23     0.643404E-03
        109    0.158911E-02    63  23     0.325590E-03
        110    0.158084E-02    64  23     0.306236E-03
        111    0.157265E-02    63  23     0.381652E-03
        112    0.156499E-02    62  23     0.456526E-03
        113    0.155781E-02    61  23     0.521536E-03
        114    0.155143E-02    62  23     0.503138E-03
        115    0.154561E-02    61  17     0.559187E-03
        116    0.154056E-02    60  17     0.594603E-03
        117    0.153597E-02    61  17     0.590070E-03
        118    0.153189E-02    60  17     0.614541E-03
        119    0.152799E-02    59  18     0.622156E-03
        120    0.152418E-02    60  18     0.629640E-03
        121    0.152018E-02    59  22     0.633419E-03
        122    0.151582E-02    60  22     0.638994E-03
        123    0.151095E-02    59  18     0.637486E-03
        124    0.150553E-02    60  22     0.641124E-03
        125    0.149981E-02    59  18     0.632255E-03
        126    0.149416E-02    60  22     0.636372E-03
        127    0.148925E-02    61  22     0.624401E-03
        128    0.148551E-02    60  18     0.628430E-03
        129    0.148328E-02    61  18     0.617692E-03
        130    0.148218E-02    60  22     0.616538E-03
        131    0.148152E-02    65  17     0.491526E-03
        132    0.148017E-02    60  18     0.603788E-03
        133    0.147724E-02    61  18     0.604061E-03
        134    0.147214E-02    62  18     0.601395E-03
        135    0.146502E-02    61  18     0.603740E-03
        136    0.145647E-02    62  18     0.609952E-03
        137    0.144749E-02    61  19     0.610295E-03
        138    0.143900E-02    62  18     0.620339E-03
        139    0.143176E-02    63  18     0.626199E-03
        140    0.142604E-02    62  21     0.633073E-03
        141    0.142190E-02    63  21     0.639607E-03
        142    0.141895E-02    64  22     0.639375E-03
        143    0.141687E-02    63  21     0.648684E-03
        144    0.141504E-02    64  21     0.652196E-03
        145    0.141324E-02    65  22     0.647948E-03
        146    0.141093E-02    64  21     0.651906E-03
        147    0.140826E-02    65  21     0.652210E-03
        148    0.140487E-02    66  22     0.642369E-03
        149    0.140127E-02    65  21     0.636293E-03
        150    0.139719E-02    66  21     0.634152E-03
        151    0.139325E-02    67  22     0.626028E-03
        152    0.138912E-02    68  22     0.613197E-03
        153    0.138525E-02    67  21     0.607454E-03
        154    0.138138E-02    68  22     0.602256E-03
        155    0.137753E-02    69  22     0.590521E-03
        156    0.137385E-02    68  21     0.573185E-03
        157    0.136972E-02    69  22     0.567693E-03
        158    0.136616E-02    70  22     0.556909E-03
        159    0.136148E-02    71  22     0.538826E-03
        160    0.135817E-02    70  18     0.527414E-03
        161    0.135269E-02    71  18     0.515595E-03
        162    0.134982E-02    72  18     0.497811E-03
        163    0.134322E-02    73  22     0.476321E-03
        164    0.134073E-02    72  18     0.472753E-03
        165    0.133261E-02    73  18     0.456237E-03
        166    0.133010E-02    74  18     0.434648E-03
        167    0.132025E-02    75  18     0.414439E-03
        168    0.131706E-02    76  18     0.386929E-03
        169    0.130604E-02    75  18     0.399238E-03
        170    0.130150E-02    76  18     0.373495E-03
        171    0.129083E-02    77  18     0.357787E-03
        172    0.128450E-02    78  18     0.323413E-03
        173    0.127612E-02    77  18     0.344941E-03
        174    0.126769E-02    78  18     0.307069E-03
        175    0.126268E-02    79  18     0.549498E-04
        176    0.125177E-02    78  18     0.298307E-03
        177    0.124939E-02    71  20     0.534038E-03
        178    0.123593E-02    72  20     0.540553E-03
        179    0.123428E-02    73  20     0.539376E-03
        180    0.121913E-02    72  20     0.540695E-03
        181    0.121636E-02    73  20     0.543391E-03
        182    0.120111E-02    72  20     0.531314E-03
        183    0.119607E-02    73  20     0.536210E-03
        184    0.118196E-02    74  20     0.525979E-03
        185    0.117415E-02    73  20     0.523099E-03
        186    0.116134E-02    78  20     0.451382E-03
        187    0.115083E-02    75  20     0.519305E-03
        188    0.113869E-02    78  20     0.477326E-03
        189    0.112613E-02    75  20     0.518045E-03
        190    0.111400E-02    78  20     0.493679E-03
        191    0.110024E-02    75  20     0.517929E-03
        192    0.108779E-02    78  20     0.504194E-03
        193    0.107339E-02    77  20     0.523803E-03
        194    0.106056E-02    78  20     0.512519E-03
        195    0.104561E-02    77  20     0.527855E-03
        196    0.103244E-02    78  20     0.519827E-03
        197    0.101686E-02    77  20     0.528652E-03
        198    0.100342E-02    78  20     0.525118E-03
        199    0.987248E-03    77  20     0.525403E-03
        200    0.973549E-03    78  20     0.526891E-03
        201    0.957050E-03    77  20     0.517930E-03
        202    0.943045E-03    78  20     0.524130E-03
        203    0.926566E-03    79  20     0.135770E-03
        204    0.912200E-03    78  20     0.517203E-03
        205    0.896053E-03    79  20     0.131772E-03
        206    0.881319E-03    78  20     0.507176E-03
        207    0.865708E-03    79  20     0.126369E-03
        208    0.850695E-03    78  20     0.495135E-03
        209    0.835742E-03    79  20     0.120771E-03
        210    0.820646E-03    78  20     0.481944E-03
        211    0.806430E-03    79  20     0.115680E-03
        212    0.791509E-03    78  20     0.467879E-03
        213    0.778064E-03    79  20     0.111228E-03
        214    0.763542E-03    78  20     0.453068E-03
