   iimid= -3   jjmid=  0   k=  3   del=    1.000000
   iimid= -3   jjmid=  0   k=  4   del=    1.000000
   iimid= -3   jjmid=  0   k=  5   del=    1.000000
   iimid= -3   jjmid=  0   k=  6   del=    1.000000
   iimid= -3   jjmid=  0   k=  7   del=    1.000000
   iimid= -2   jjmid= -2   k=  4   del=    0.292893
   iimid= -2   jjmid= -2   k=  5   del=    0.763932
   iimid= -2   jjmid= -2   k=  6   del=    0.878680
   iimid= -2   jjmid= -2   k=  7   del=    0.763932
   iimid= -2   jjmid= -2   k=  8   del=    0.292893
   iimid= -2   jjmid= -1   k=  5   del=    0.171573
   iimid= -2   jjmid= -1   k=  6   del=    0.438447
   iimid= -2   jjmid=  0   k=  4   del=    0.129171
   iimid= -2   jjmid=  0   k=  6   del=    0.129171
   iimid= -2   jjmid=  1   k=  4   del=    0.438447
   iimid= -2   jjmid=  1   k=  5   del=    0.171573
   iimid= -2   jjmid=  2   k=  2   del=    0.292893
   iimid= -2   jjmid=  2   k=  3   del=    0.763932
   iimid= -2   jjmid=  2   k=  4   del=    0.878680
   iimid= -2   jjmid=  2   k=  5   del=    0.763932
   iimid= -2   jjmid=  2   k=  6   del=    0.292893
   iimid= -1   jjmid= -2   k=  6   del=    0.438447
   iimid= -1   jjmid= -2   k=  7   del=    0.171573
   iimid= -1   jjmid=  2   k=  3   del=    0.171573
   iimid= -1   jjmid=  2   k=  4   del=    0.438447
   iimid=  0   jjmid= -3   k=  1   del=    1.000000
   iimid=  0   jjmid= -3   k=  5   del=    1.000000
   iimid=  0   jjmid= -3   k=  6   del=    1.000000
   iimid=  0   jjmid= -3   k=  7   del=    1.000000
   iimid=  0   jjmid= -3   k=  8   del=    1.000000
   iimid=  0   jjmid= -2   k=  6   del=    0.129171
   iimid=  0   jjmid= -2   k=  8   del=    0.129171
   iimid=  0   jjmid=  2   k=  2   del=    0.129171
   iimid=  0   jjmid=  2   k=  4   del=    0.129171
   iimid=  0   jjmid=  3   k=  1   del=    1.000000
   iimid=  0   jjmid=  3   k=  2   del=    1.000000
   iimid=  0   jjmid=  3   k=  3   del=    1.000000
   iimid=  0   jjmid=  3   k=  4   del=    1.000000
   iimid=  0   jjmid=  3   k=  5   del=    1.000000
   iimid=  1   jjmid= -2   k=  7   del=    0.171573
   iimid=  1   jjmid= -2   k=  8   del=    0.438447
   iimid=  1   jjmid=  2   k=  2   del=    0.438447
   iimid=  1   jjmid=  2   k=  3   del=    0.171573
   iimid=  2   jjmid= -2   k=  1   del=    0.763932
   iimid=  2   jjmid= -2   k=  2   del=    0.292893
   iimid=  2   jjmid= -2   k=  6   del=    0.292893
   iimid=  2   jjmid= -2   k=  7   del=    0.763932
   iimid=  2   jjmid= -2   k=  8   del=    0.878680
   iimid=  2   jjmid= -1   k=  1   del=    0.171573
   iimid=  2   jjmid= -1   k=  8   del=    0.438447
   iimid=  2   jjmid=  0   k=  2   del=    0.129171
   iimid=  2   jjmid=  0   k=  8   del=    0.129171
   iimid=  2   jjmid=  1   k=  1   del=    0.171573
   iimid=  2   jjmid=  1   k=  2   del=    0.438447
   iimid=  2   jjmid=  2   k=  1   del=    0.763932
   iimid=  2   jjmid=  2   k=  2   del=    0.878680
   iimid=  2   jjmid=  2   k=  3   del=    0.763932
   iimid=  2   jjmid=  2   k=  4   del=    0.292893
   iimid=  2   jjmid=  2   k=  8   del=    0.292893
   iimid=  3   jjmid=  0   k=  1   del=    1.000000
   iimid=  3   jjmid=  0   k=  2   del=    1.000000
   iimid=  3   jjmid=  0   k=  3   del=    1.000000
   iimid=  3   jjmid=  0   k=  7   del=    1.000000
   iimid=  3   jjmid=  0   k=  8   del=    1.000000
